mapping,ordering,global_masking_rate,entropy,A->C,A->G,A->T,C->A,C->G,C->T,G->A,G->C,G->T,T->A,T->C,T->G
42,110_cov,0.511589,3.286447,0.471094,0.564844,0.503906,0.471094,0.457031,0.585938,0.564844,0.457031,0.486719,0.503906,0.585938,0.486719
42,110_ct,0.524349,3.284537,0.489062,0.419531,0.500000,0.489062,0.523438,0.708594,0.419531,0.523438,0.505469,0.500000,0.708594,0.505469
42,110_ga,0.534115,3.212062,0.473437,0.695312,0.573438,0.473437,0.455469,0.452344,0.695312,0.455469,0.554688,0.573438,0.452344,0.554688
42,110_gc,0.532292,3.180292,0.532813,0.527344,0.429688,0.532813,0.684375,0.507031,0.527344,0.684375,0.512500,0.429688,0.507031,0.512500
43,,0.398438,3.834896,0.361719,0.399219,0.421094,0.361719,0.399219,0.400781,0.399219,0.399219,0.408594,0.421094,0.400781,0.408594
43,110_cov,0.539323,3.189556,0.482812,0.530469,0.553906,0.482812,0.493750,0.585938,0.530469,0.493750,0.589063,0.553906,0.585938,0.589063
43,110_ct,0.517969,3.200271,0.548438,0.377344,0.530469,0.548438,0.461719,0.716406,0.377344,0.461719,0.473437,0.530469,0.716406,0.473437
43,110_ga,0.515625,3.322016,0.487500,0.727344,0.485156,0.487500,0.489062,0.402344,0.727344,0.489062,0.502344,0.485156,0.402344,0.502344
43,110_gc,0.541406,3.203680,0.525000,0.521094,0.457031,0.525000,0.699219,0.529687,0.521094,0.699219,0.516406,0.457031,0.529687,0.516406
44,,0.404297,3.752598,0.410156,0.439844,0.397656,0.410156,0.441406,0.371875,0.439844,0.441406,0.364844,0.397656,0.371875,0.364844
44,110_cov,0.557292,3.122295,0.502344,0.476562,0.520312,0.502344,0.597656,0.644531,0.476562,0.597656,0.602344,0.520312,0.644531,0.602344
44,110_ct,0.557031,3.094704,0.555469,0.466406,0.565625,0.555469,0.552344,0.664844,0.466406,0.552344,0.537500,0.565625,0.664844,0.537500
44,110_ga,0.508333,3.408001,0.484375,0.717187,0.476562,0.484375,0.477344,0.417188,0.717187,0.477344,0.477344,0.476562,0.417188,0.477344
44,110_gc,0.548698,3.162323,0.549219,0.538281,0.503125,0.549219,0.591406,0.548438,0.538281,0.591406,0.561719,0.503125,0.548438,0.561719
45,,0.394661,3.832077,0.392188,0.372656,0.356250,0.392188,0.430469,0.426562,0.372656,0.430469,0.389844,0.356250,0.426562,0.389844
45,110_cov,0.520573,3.263760,0.489844,0.464844,0.481250,0.489844,0.507812,0.678906,0.464844,0.507812,0.500781,0.481250,0.678906,0.500781
45,110_ct,0.552214,3.151964,0.476562,0.488281,0.464063,0.476562,0.614062,0.675000,0.488281,0.614062,0.595313,0.464063,0.675000,0.595313
45,110_ga,0.524479,3.198758,0.503906,0.692969,0.518750,0.503906,0.487500,0.415625,0.692969,0.487500,0.528125,0.518750,0.415625,0.528125
45,110_gc,0.509245,3.353000,0.462500,0.472656,0.480469,0.462500,0.674219,0.488281,0.472656,0.674219,0.477344,0.480469,0.488281,0.477344
46,,0.383073,3.880624,0.353125,0.329688,0.314844,0.353125,0.428125,0.448438,0.329688,0.428125,0.424219,0.314844,0.448438,0.424219
46,110_cov,0.561198,3.106072,0.501563,0.471875,0.503906,0.501563,0.610938,0.667969,0.471875,0.610938,0.610938,0.503906,0.667969,0.610938
46,110_ct,0.537500,3.201941,0.519531,0.473437,0.527344,0.519531,0.522656,0.675781,0.473437,0.522656,0.506250,0.527344,0.675781,0.506250
46,110_ga,0.553776,3.143719,0.550781,0.703125,0.503125,0.550781,0.560156,0.496094,0.703125,0.560156,0.509375,0.503125,0.496094,0.509375
46,110_gc,0.518229,3.336418,0.452344,0.451562,0.444531,0.452344,0.732812,0.509375,0.451562,0.732812,0.518750,0.444531,0.509375,0.518750
47,,0.421745,3.670359,0.417969,0.405469,0.441406,0.417969,0.394531,0.419531,0.405469,0.394531,0.451562,0.441406,0.419531,0.451562
47,110_cov,0.519531,3.280444,0.450781,0.486719,0.511719,0.450781,0.462500,0.636719,0.486719,0.462500,0.568750,0.511719,0.636719,0.568750
47,110_ct,0.520312,3.271897,0.448438,0.446094,0.436719,0.448438,0.532813,0.726562,0.446094,0.532813,0.531250,0.436719,0.726562,0.531250
47,110_ga,0.551953,3.155040,0.549219,0.705469,0.501563,0.549219,0.556250,0.492188,0.705469,0.556250,0.507031,0.501563,0.492188,0.507031
47,110_gc,0.538542,3.185589,0.490625,0.507812,0.487500,0.490625,0.642188,0.541406,0.507812,0.642188,0.561719,0.487500,0.541406,0.561719
48,,0.420052,3.685185,0.407031,0.410156,0.396875,0.407031,0.477344,0.430469,0.410156,0.477344,0.398438,0.396875,0.430469,0.398438
48,110_cov,0.506380,3.431136,0.527344,0.421875,0.533594,0.527344,0.420312,0.714063,0.421875,0.420312,0.421094,0.533594,0.714063,0.421094
48,110_ct,0.559115,3.075132,0.555469,0.534375,0.584375,0.555469,0.577344,0.571094,0.534375,0.577344,0.532031,0.584375,0.571094,0.532031
48,110_ga,0.554688,3.110800,0.516406,0.667969,0.568750,0.516406,0.537500,0.473437,0.667969,0.537500,0.564063,0.568750,0.473437,0.564063
48,110_gc,0.550911,3.150227,0.530469,0.507812,0.494531,0.530469,0.689844,0.552344,0.507812,0.689844,0.530469,0.494531,0.552344,0.530469
49,,0.387891,3.888719,0.388281,0.386719,0.382812,0.388281,0.403906,0.403125,0.386719,0.403906,0.362500,0.382812,0.403125,0.362500
49,110_cov,0.538151,3.202032,0.493750,0.498437,0.524219,0.493750,0.523438,0.625781,0.498437,0.523438,0.563281,0.524219,0.625781,0.563281
49,110_ct,0.564193,3.108408,0.570312,0.539062,0.575781,0.570312,0.524219,0.646875,0.539062,0.524219,0.528906,0.575781,0.646875,0.528906
49,110_ga,0.531510,3.169638,0.503906,0.700781,0.536719,0.503906,0.514062,0.407813,0.700781,0.514062,0.525781,0.536719,0.407813,0.525781
49,110_gc,0.531380,3.237376,0.559375,0.585938,0.472656,0.559375,0.626563,0.470313,0.585938,0.626563,0.473437,0.472656,0.470313,0.473437
4,110_cov,0.539323,3.171863,0.510938,0.467969,0.537500,0.510938,0.530469,0.665625,0.467969,0.530469,0.523438,0.537500,0.665625,0.523438
4,110_ct,0.525130,3.239519,0.477344,0.417188,0.457812,0.477344,0.560156,0.685156,0.417188,0.560156,0.553125,0.457812,0.685156,0.553125
4,110_ga,0.498307,3.466480,0.407813,0.727344,0.524219,0.407813,0.404687,0.410156,0.727344,0.404687,0.515625,0.524219,0.410156,0.515625
4,110_gc,0.557552,3.192900,0.606250,0.612500,0.467187,0.606250,0.687500,0.488281,0.612500,0.687500,0.483594,0.467187,0.488281,0.483594
5,,0.394661,3.824370,0.361719,0.395312,0.353125,0.361719,0.460938,0.405469,0.395312,0.460938,0.391406,0.353125,0.405469,0.391406
50,,0.387500,3.886051,0.342187,0.455469,0.424219,0.342187,0.351562,0.344531,0.455469,0.351562,0.407031,0.424219,0.344531,0.407031
50,110_cov,0.534115,3.207424,0.505469,0.509375,0.557813,0.505469,0.489844,0.590625,0.509375,0.489844,0.551562,0.557813,0.590625,0.551562
50,110_ct,0.546224,3.157364,0.520312,0.489062,0.518750,0.520312,0.525781,0.705469,0.489062,0.525781,0.517969,0.518750,0.705469,0.517969
50,110_ga,0.509505,3.360728,0.475000,0.753906,0.464844,0.475000,0.487500,0.412500,0.753906,0.487500,0.463281,0.464844,0.412500,0.463281
50,110_gc,0.560937,3.096962,0.592969,0.596875,0.504687,0.592969,0.678125,0.494531,0.596875,0.678125,0.498437,0.504687,0.494531,0.498437
51,,0.385286,3.836545,0.388281,0.369531,0.433594,0.388281,0.360156,0.358594,0.369531,0.360156,0.401563,0.433594,0.358594,0.401563
51,110_cov,0.545052,3.169237,0.517969,0.488281,0.527344,0.517969,0.507812,0.702344,0.488281,0.507812,0.526563,0.527344,0.702344,0.526563
51,110_ct,0.548307,3.150194,0.543750,0.446875,0.559375,0.543750,0.532031,0.673438,0.446875,0.532031,0.534375,0.559375,0.673438,0.534375
51,110_ga,0.527083,3.260342,0.514844,0.705469,0.504687,0.514844,0.518750,0.421875,0.705469,0.518750,0.496875,0.504687,0.421875,0.496875
51,110_gc,0.547786,3.148113,0.481250,0.472656,0.472656,0.481250,0.672656,0.592187,0.472656,0.672656,0.595313,0.472656,0.592187,0.595313
52,,0.399740,3.804159,0.440625,0.334375,0.454688,0.440625,0.352344,0.421875,0.334375,0.352344,0.394531,0.454688,0.421875,0.394531
52,110_cov,0.494661,3.369312,0.473437,0.457812,0.486719,0.473437,0.446094,0.662500,0.457812,0.446094,0.441406,0.486719,0.662500,0.441406
52,110_ct,0.520573,3.294608,0.521875,0.450000,0.544531,0.521875,0.454688,0.692969,0.450000,0.454688,0.459375,0.544531,0.692969,0.459375
52,110_ga,0.545052,3.135775,0.527344,0.698438,0.541406,0.527344,0.533594,0.442187,0.698438,0.533594,0.527344,0.541406,0.442187,0.527344
52,110_gc,0.548958,3.142709,0.509375,0.502344,0.453125,0.509375,0.693750,0.571875,0.502344,0.693750,0.563281,0.453125,0.571875,0.563281
53,,0.383464,3.869206,0.354688,0.365625,0.396094,0.354688,0.340625,0.408594,0.365625,0.340625,0.435156,0.396094,0.408594,0.435156
53,110_cov,0.517969,3.303606,0.512500,0.409375,0.505469,0.512500,0.468750,0.721875,0.409375,0.468750,0.489844,0.505469,0.721875,0.489844
53,110_ct,0.550391,3.109782,0.525781,0.469531,0.507031,0.525781,0.559375,0.655469,0.469531,0.559375,0.585156,0.507031,0.655469,0.585156
53,110_ga,0.516016,3.330706,0.496875,0.725000,0.464844,0.496875,0.495313,0.453125,0.725000,0.495313,0.460938,0.464844,0.453125,0.460938
53,110_gc,0.548958,3.151485,0.488281,0.493750,0.488281,0.488281,0.679688,0.571094,0.493750,0.679688,0.572656,0.488281,0.571094,0.572656
54,,0.413021,3.787825,0.457031,0.450781,0.349219,0.457031,0.452344,0.396094,0.450781,0.452344,0.372656,0.349219,0.396094,0.372656
54,110_cov,0.488281,3.399263,0.477344,0.452344,0.480469,0.477344,0.421094,0.678906,0.452344,0.421094,0.419531,0.480469,0.678906,0.419531
54,110_ct,0.542969,3.162985,0.504687,0.465625,0.498437,0.504687,0.549219,0.700781,0.465625,0.549219,0.539062,0.498437,0.700781,0.539062
54,110_ga,0.554297,3.139966,0.563281,0.661719,0.533594,0.563281,0.560937,0.469531,0.661719,0.560937,0.536719,0.533594,0.469531,0.536719
54,110_gc,0.550911,3.138310,0.581250,0.562500,0.460156,0.581250,0.693750,0.507812,0.562500,0.693750,0.500000,0.460156,0.507812,0.500000
55,,0.387500,3.862822,0.461719,0.407031,0.391406,0.461719,0.419531,0.331250,0.407031,0.419531,0.314063,0.391406,0.331250,0.314063
55,110_cov,0.547786,3.139175,0.518750,0.489844,0.516406,0.518750,0.539062,0.694531,0.489844,0.539062,0.528125,0.516406,0.694531,0.528125
55,110_ct,0.558203,3.097312,0.567187,0.535156,0.564844,0.567187,0.525781,0.626563,0.535156,0.525781,0.529687,0.564844,0.626563,0.529687
55,110_ga,0.524219,3.211342,0.521094,0.727344,0.488281,0.521094,0.517188,0.394531,0.727344,0.517188,0.496875,0.488281,0.394531,0.496875
55,110_gc,0.536068,3.166857,0.582031,0.653125,0.463281,0.582031,0.635156,0.419531,0.653125,0.635156,0.463281,0.463281,0.419531,0.463281
56,,0.393359,3.802187,0.376563,0.375781,0.357812,0.376563,0.441406,0.417969,0.375781,0.441406,0.390625,0.357812,0.417969,0.390625
56,110_cov,0.554167,3.124814,0.585156,0.489844,0.614844,0.585156,0.500000,0.635938,0.489844,0.500000,0.499219,0.614844,0.635938,0.499219
56,110_ct,0.519922,3.286256,0.535937,0.415625,0.539844,0.535937,0.450000,0.727344,0.415625,0.450000,0.450781,0.539844,0.727344,0.450781
56,110_ga,0.520443,3.237107,0.514062,0.598437,0.544531,0.514062,0.494531,0.487500,0.598437,0.494531,0.483594,0.544531,0.487500,0.483594
56,110_gc,0.532943,3.227992,0.544531,0.543750,0.475781,0.544531,0.669531,0.482031,0.543750,0.669531,0.482031,0.475781,0.482031,0.482031
57,,0.379687,3.915728,0.364844,0.417188,0.360938,0.364844,0.382812,0.355469,0.417188,0.382812,0.396875,0.360938,0.355469,0.396875
57,110_cov,0.549740,3.106579,0.535156,0.572656,0.560156,0.535156,0.492969,0.617188,0.572656,0.492969,0.520312,0.560156,0.617188,0.520312
57,110_ct,0.545964,3.195142,0.581250,0.465625,0.588281,0.581250,0.489062,0.676562,0.465625,0.489062,0.475000,0.588281,0.676562,0.475000
57,110_ga,0.560547,3.091979,0.503125,0.674219,0.597656,0.503125,0.492188,0.511719,0.674219,0.492188,0.584375,0.597656,0.511719,0.584375
57,110_gc,0.552734,3.117195,0.570312,0.571094,0.538281,0.570312,0.625000,0.505469,0.571094,0.625000,0.506250,0.538281,0.505469,0.506250
58,,0.398307,3.820021,0.388281,0.362500,0.408594,0.388281,0.382812,0.449219,0.362500,0.382812,0.398438,0.408594,0.449219,0.398438
58,110_cov,0.512500,3.350167,0.512500,0.442187,0.515625,0.512500,0.439063,0.728906,0.442187,0.439063,0.436719,0.515625,0.728906,0.436719
58,110_ct,0.521094,3.266368,0.487500,0.430469,0.481250,0.487500,0.503906,0.721875,0.430469,0.503906,0.501563,0.481250,0.721875,0.501563
58,110_ga,0.500391,3.357216,0.471875,0.721094,0.449219,0.471875,0.481250,0.428125,0.721094,0.481250,0.450781,0.449219,0.428125,0.450781
58,110_gc,0.540625,3.173763,0.553125,0.546094,0.432813,0.553125,0.698438,0.510156,0.546094,0.698438,0.503125,0.432813,0.510156,0.503125
59,,0.400130,3.806669,0.367969,0.382031,0.436719,0.367969,0.406250,0.412500,0.382031,0.406250,0.395312,0.436719,0.412500,0.395312
59,110_cov,0.550781,3.119859,0.483594,0.506250,0.502344,0.483594,0.571094,0.656250,0.506250,0.571094,0.585156,0.502344,0.656250,0.585156
59,110_ct,0.550781,3.179785,0.583594,0.464844,0.580469,0.583594,0.500000,0.670312,0.464844,0.500000,0.505469,0.580469,0.670312,0.505469
59,110_ga,0.524089,3.304047,0.441406,0.715625,0.565625,0.441406,0.441406,0.411719,0.715625,0.441406,0.568750,0.565625,0.411719,0.568750
59,110_gc,0.559635,3.093114,0.604688,0.596875,0.495313,0.604688,0.664844,0.499219,0.596875,0.664844,0.496875,0.495313,0.499219,0.496875
5,110_cov,0.507031,3.398328,0.451562,0.455469,0.463281,0.451562,0.461719,0.737500,0.455469,0.461719,0.472656,0.463281,0.737500,0.472656
5,110_ct,0.528906,3.247221,0.439063,0.439844,0.432031,0.439063,0.569531,0.733594,0.439844,0.569531,0.559375,0.432031,0.733594,0.559375
5,110_ga,0.520703,3.310156,0.443750,0.713281,0.553125,0.443750,0.436719,0.424219,0.713281,0.436719,0.553125,0.553125,0.424219,0.553125
5,110_gc,0.509896,3.363382,0.410937,0.410156,0.418750,0.410937,0.709375,0.557813,0.410156,0.709375,0.552344,0.418750,0.557813,0.552344
6,,0.379297,3.914136,0.351562,0.391406,0.305469,0.351562,0.433594,0.419531,0.391406,0.433594,0.374219,0.305469,0.419531,0.374219
60,,0.408724,3.726789,0.387500,0.424219,0.389844,0.387500,0.405469,0.414062,0.424219,0.405469,0.431250,0.389844,0.414062,0.431250
60,110_cov,0.541016,3.145454,0.510156,0.564063,0.594531,0.510156,0.470313,0.571875,0.564063,0.470313,0.535156,0.594531,0.571875,0.535156
60,110_ct,0.549609,3.216968,0.588281,0.475781,0.588281,0.588281,0.485938,0.678125,0.475781,0.485938,0.481250,0.588281,0.678125,0.481250
60,110_ga,0.560286,3.106956,0.563281,0.635156,0.524219,0.563281,0.566406,0.549219,0.635156,0.566406,0.523438,0.524219,0.549219,0.523438
60,110_gc,0.540234,3.177566,0.511719,0.517969,0.494531,0.511719,0.636719,0.560156,0.517969,0.636719,0.520312,0.494531,0.560156,0.520312
61,,0.390625,3.852591,0.399219,0.374219,0.385938,0.399219,0.408594,0.381250,0.374219,0.408594,0.394531,0.385938,0.381250,0.394531
61,110_cov,0.560547,3.059390,0.537500,0.583594,0.557031,0.537500,0.522656,0.619531,0.583594,0.522656,0.542969,0.557031,0.619531,0.542969
61,110_ct,0.554818,3.137539,0.557031,0.497656,0.565625,0.557031,0.501563,0.700000,0.497656,0.501563,0.507031,0.565625,0.700000,0.507031
61,110_ga,0.531641,3.247955,0.495313,0.700000,0.536719,0.495313,0.496094,0.428125,0.700000,0.496094,0.533594,0.536719,0.428125,0.533594
61,110_gc,0.541276,3.201541,0.501563,0.511719,0.465625,0.501563,0.687500,0.541406,0.511719,0.687500,0.539844,0.465625,0.541406,0.539844
62,,0.399870,3.765067,0.410156,0.384375,0.392969,0.410156,0.417969,0.416406,0.384375,0.417969,0.377344,0.392969,0.416406,0.377344
62,110_cov,0.558333,3.082911,0.515625,0.595313,0.549219,0.515625,0.518750,0.615625,0.595313,0.518750,0.555469,0.549219,0.615625,0.555469
62,110_ct,0.546484,3.176584,0.537500,0.493750,0.551562,0.537500,0.489062,0.702344,0.493750,0.489062,0.504687,0.551562,0.702344,0.504687
62,110_ga,0.528776,3.284640,0.486719,0.670312,0.516406,0.486719,0.494531,0.476562,0.670312,0.494531,0.528125,0.516406,0.476562,0.528125
62,110_gc,0.553125,3.122845,0.517188,0.536719,0.474219,0.517188,0.671875,0.558594,0.536719,0.671875,0.560156,0.474219,0.558594,0.560156
63,,0.368099,3.929918,0.333594,0.389062,0.360156,0.333594,0.437500,0.339844,0.389062,0.437500,0.348437,0.360156,0.339844,0.348437
63,110_cov,0.506641,3.398662,0.469531,0.421875,0.475781,0.469531,0.453125,0.754687,0.421875,0.453125,0.464844,0.475781,0.754687,0.464844
63,110_ct,0.526693,3.277524,0.407031,0.403125,0.402344,0.407031,0.610156,0.713281,0.403125,0.610156,0.624219,0.402344,0.713281,0.624219
63,110_ga,0.547786,3.154354,0.531250,0.710156,0.520312,0.531250,0.518750,0.495313,0.710156,0.518750,0.510938,0.520312,0.495313,0.510938
63,110_gc,0.498047,3.461330,0.416406,0.417188,0.410156,0.416406,0.781250,0.481250,0.417188,0.781250,0.482031,0.410156,0.481250,0.482031
64,,0.384115,3.881056,0.435937,0.409375,0.353125,0.435937,0.421094,0.342187,0.409375,0.421094,0.342969,0.353125,0.342187,0.342969
64,110_cov,0.553125,3.082955,0.535156,0.556250,0.640625,0.535156,0.468750,0.541406,0.556250,0.468750,0.576562,0.640625,0.541406,0.576562
64,110_ct,0.532813,3.198113,0.516406,0.496875,0.503125,0.516406,0.519531,0.657031,0.496875,0.519531,0.503906,0.503125,0.657031,0.503906
64,110_ga,0.553125,3.136822,0.508594,0.699219,0.557031,0.508594,0.508594,0.495313,0.699219,0.508594,0.550000,0.557031,0.495313,0.550000
64,110_gc,0.532943,3.294464,0.462500,0.483594,0.453906,0.462500,0.680469,0.560937,0.483594,0.680469,0.556250,0.453906,0.560937,0.556250
65,,0.424870,3.709209,0.441406,0.473437,0.391406,0.441406,0.416406,0.403906,0.473437,0.416406,0.422656,0.391406,0.403906,0.422656
65,110_cov,0.560156,3.101565,0.570312,0.525000,0.558594,0.570312,0.539062,0.583594,0.525000,0.539062,0.584375,0.558594,0.583594,0.584375
65,110_ct,0.549219,3.139532,0.554688,0.473437,0.566406,0.554688,0.533594,0.651563,0.473437,0.533594,0.515625,0.566406,0.651563,0.515625
65,110_ga,0.548047,3.115418,0.554688,0.655469,0.521094,0.554688,0.554688,0.460938,0.655469,0.554688,0.541406,0.521094,0.460938,0.541406
65,110_gc,0.540365,3.139101,0.527344,0.506250,0.473437,0.527344,0.664844,0.535937,0.506250,0.664844,0.534375,0.473437,0.535937,0.534375
66,,0.392969,3.775857,0.372656,0.402344,0.389844,0.372656,0.420312,0.378906,0.402344,0.420312,0.393750,0.389844,0.378906,0.393750
66,110_cov,0.542188,3.149053,0.502344,0.464844,0.513281,0.502344,0.535156,0.695312,0.464844,0.535156,0.542188,0.513281,0.695312,0.542188
66,110_ct,0.548177,3.181875,0.546875,0.545312,0.537500,0.546875,0.514062,0.635156,0.545312,0.514062,0.510156,0.537500,0.635156,0.510156
66,110_ga,0.561068,3.103963,0.611719,0.670312,0.510156,0.611719,0.596875,0.464063,0.670312,0.596875,0.513281,0.510156,0.464063,0.513281
66,110_gc,0.518490,3.304033,0.496875,0.514844,0.446094,0.496875,0.705469,0.482031,0.514844,0.705469,0.465625,0.446094,0.482031,0.465625
67,,0.395443,3.840661,0.410937,0.347656,0.444531,0.410937,0.375781,0.404687,0.347656,0.375781,0.389062,0.444531,0.404687,0.389062
67,110_cov,0.511068,3.372101,0.469531,0.437500,0.467969,0.469531,0.460156,0.759375,0.437500,0.460156,0.471875,0.467969,0.759375,0.471875
67,110_ct,0.515234,3.312384,0.496094,0.406250,0.497656,0.496094,0.473437,0.732812,0.406250,0.473437,0.485156,0.497656,0.732812,0.485156
67,110_ga,0.547396,3.133588,0.585156,0.671875,0.492188,0.585156,0.567187,0.486719,0.671875,0.567187,0.481250,0.492188,0.486719,0.481250
67,110_gc,0.511849,3.316552,0.463281,0.450781,0.420312,0.463281,0.678906,0.535156,0.450781,0.678906,0.522656,0.420312,0.535156,0.522656
68,,0.397917,3.827530,0.407031,0.357812,0.395312,0.407031,0.424219,0.432813,0.357812,0.424219,0.370313,0.395312,0.432813,0.370313
68,110_cov,0.537760,3.258797,0.507031,0.462500,0.498437,0.507031,0.526563,0.705469,0.462500,0.526563,0.526563,0.498437,0.705469,0.526563
68,110_ct,0.546875,3.174697,0.513281,0.477344,0.491406,0.513281,0.582812,0.646875,0.477344,0.582812,0.569531,0.491406,0.646875,0.569531
68,110_ga,0.559375,3.073606,0.530469,0.659375,0.583594,0.530469,0.542969,0.475000,0.659375,0.542969,0.564844,0.583594,0.475000,0.564844
68,110_gc,0.547266,3.142041,0.510938,0.523438,0.454688,0.510938,0.692187,0.550781,0.523438,0.692187,0.551562,0.454688,0.550781,0.551562
69,,0.389974,3.880381,0.409375,0.339063,0.367188,0.409375,0.417188,0.396875,0.339063,0.417188,0.410156,0.367188,0.396875,0.410156
69,110_cov,0.508464,3.390157,0.461719,0.434375,0.483594,0.461719,0.468750,0.731250,0.434375,0.468750,0.471094,0.483594,0.731250,0.471094
69,110_ct,0.526172,3.233530,0.513281,0.431250,0.521875,0.513281,0.475000,0.733594,0.431250,0.475000,0.482031,0.521875,0.733594,0.482031
69,110_ga,0.539193,3.272035,0.506250,0.672656,0.539844,0.506250,0.514062,0.462500,0.672656,0.514062,0.539844,0.539844,0.462500,0.539844
69,110_gc,0.511068,3.369444,0.458594,0.458594,0.435156,0.458594,0.758594,0.471094,0.458594,0.758594,0.484375,0.435156,0.471094,0.484375
6,110_cov,0.504297,3.401787,0.460938,0.433594,0.471094,0.460938,0.472656,0.696094,0.433594,0.472656,0.491406,0.471094,0.696094,0.491406
6,110_ct,0.515365,3.304622,0.484375,0.392188,0.486719,0.484375,0.503906,0.729688,0.392188,0.503906,0.495313,0.486719,0.729688,0.495313
6,110_ga,0.524479,3.235701,0.561719,0.659375,0.464063,0.561719,0.566406,0.417969,0.659375,0.566406,0.477344,0.464063,0.417969,0.477344
6,110_gc,0.518099,3.308899,0.490625,0.491406,0.397656,0.490625,0.740625,0.493750,0.491406,0.740625,0.494531,0.397656,0.493750,0.494531
7,,0.382812,3.862160,0.382031,0.417188,0.398438,0.382031,0.349219,0.352344,0.417188,0.349219,0.397656,0.398438,0.352344,0.397656
70,,0.408203,3.778706,0.442969,0.397656,0.410937,0.442969,0.385156,0.444531,0.397656,0.385156,0.367969,0.410937,0.444531,0.367969
70,110_cov,0.547266,3.169212,0.582031,0.494531,0.609375,0.582031,0.464844,0.652344,0.494531,0.464844,0.480469,0.609375,0.652344,0.480469
70,110_ct,0.532813,3.201273,0.575781,0.439844,0.577344,0.575781,0.455469,0.700000,0.439844,0.455469,0.448438,0.577344,0.700000,0.448438
70,110_ga,0.531510,3.171479,0.472656,0.657031,0.537500,0.472656,0.486719,0.483594,0.657031,0.486719,0.551562,0.537500,0.483594,0.551562
70,110_gc,0.551562,3.111112,0.504687,0.528125,0.498437,0.504687,0.600781,0.620313,0.528125,0.600781,0.557031,0.498437,0.620313,0.557031
71,,0.380990,3.899253,0.364062,0.403125,0.375000,0.364062,0.404687,0.362500,0.403125,0.404687,0.376563,0.375000,0.362500,0.376563
71,110_cov,0.563672,3.070748,0.560937,0.621094,0.559375,0.560937,0.521875,0.596875,0.621094,0.521875,0.521875,0.559375,0.596875,0.521875
71,110_ct,0.550130,3.214926,0.545312,0.548438,0.546875,0.545312,0.515625,0.624219,0.548438,0.515625,0.520312,0.546875,0.624219,0.520312
71,110_ga,0.534635,3.245874,0.546094,0.703906,0.483594,0.546094,0.561719,0.425781,0.703906,0.561719,0.486719,0.483594,0.425781,0.486719
71,110_gc,0.547786,3.160949,0.496875,0.482812,0.499219,0.496875,0.693750,0.560937,0.482812,0.693750,0.553125,0.499219,0.560937,0.553125
72,,0.399089,3.828699,0.389062,0.453906,0.421094,0.389062,0.399219,0.335938,0.453906,0.399219,0.395312,0.421094,0.335938,0.395312
72,110_cov,0.517708,3.290042,0.467187,0.499219,0.485156,0.467187,0.494531,0.671875,0.499219,0.494531,0.488281,0.485156,0.671875,0.488281
72,110_ct,0.557161,3.104138,0.619531,0.482812,0.621875,0.619531,0.510156,0.622656,0.482812,0.510156,0.485938,0.621875,0.622656,0.485938
72,110_ga,0.511328,3.321857,0.458594,0.759375,0.478906,0.458594,0.456250,0.442187,0.759375,0.456250,0.472656,0.478906,0.442187,0.472656
72,110_gc,0.542708,3.166086,0.535156,0.524219,0.467969,0.535156,0.705469,0.514062,0.524219,0.705469,0.509375,0.467969,0.514062,0.509375
73,,0.391667,3.846594,0.379687,0.445312,0.409375,0.379687,0.361719,0.364844,0.445312,0.361719,0.389062,0.409375,0.364844,0.389062
73,110_cov,0.558464,3.120727,0.502344,0.466406,0.507812,0.502344,0.598437,0.658594,0.466406,0.598437,0.617188,0.507812,0.658594,0.617188
73,110_ct,0.540625,3.168674,0.514844,0.485156,0.525781,0.514844,0.504687,0.696875,0.485156,0.504687,0.516406,0.525781,0.696875,0.516406
73,110_ga,0.555469,3.172525,0.526563,0.678906,0.574219,0.526563,0.510938,0.466406,0.678906,0.510938,0.575781,0.574219,0.466406,0.575781
73,110_gc,0.538411,3.173718,0.575000,0.577344,0.430469,0.575000,0.682031,0.488281,0.577344,0.682031,0.477344,0.430469,0.488281,0.477344
74,,0.402344,3.790283,0.396094,0.398438,0.466406,0.396094,0.408594,0.356250,0.398438,0.408594,0.388281,0.466406,0.356250,0.388281
74,110_cov,0.549349,3.217757,0.565625,0.475000,0.589063,0.565625,0.486719,0.687500,0.475000,0.486719,0.492188,0.589063,0.687500,0.492188
74,110_ct,0.520312,3.365629,0.472656,0.427344,0.471875,0.472656,0.502344,0.744531,0.427344,0.502344,0.503125,0.471875,0.744531,0.503125
74,110_ga,0.551562,3.169542,0.501563,0.671875,0.587500,0.501563,0.489062,0.484375,0.671875,0.489062,0.575000,0.587500,0.484375,0.575000
74,110_gc,0.545443,3.140911,0.527344,0.535937,0.444531,0.527344,0.664062,0.564063,0.535937,0.664062,0.536719,0.444531,0.564063,0.536719
75,,0.402344,3.761088,0.388281,0.400781,0.375781,0.388281,0.400781,0.446875,0.400781,0.400781,0.401563,0.375781,0.446875,0.401563
75,110_cov,0.495703,3.382729,0.475781,0.402344,0.487500,0.475781,0.467187,0.648438,0.402344,0.467187,0.492969,0.487500,0.648438,0.492969
75,110_ct,0.506380,3.370640,0.428125,0.397656,0.428906,0.428125,0.518750,0.757812,0.397656,0.518750,0.507031,0.428906,0.757812,0.507031
